title,num_comments,link,text,comments,toxicity,fem,masc
"Водитель Cobalt уснул за рулем и врезался в грузовик, погибли два человека — видео",0,https://uznews.uz/posts/3203,"27 июня в 14:30 часов на трассе А-379, проходящей через Канимехский район Навоийской области, произошло ДТП с участием автомобиля Cobalt и грузовика Howo, сообщает пресс-служба УБДД Навоийской области. 26-летний водитель Cobalt, заснув за рулем, потерял управления, после чего столкнулся с двигавшимся в противоположном направлении грузовиком. В результате столкновения водитель Cobalt и его пассажир от полученных травм погибли на месте происшествия. По данному факту ОВД Канимехского района возбуждено уголовное дело, ведется следствие. ",[],"[0.0, 0.0]",0,2
В Ташкенте девушка выпала из окна 4-го этажа жилого дома,18,https://uznews.uz/posts/3226,"Как сообщили в пресс-службе МЧС, инцидент произошел в одном из многоквартирных домов на улице Алимкент в Яшнабадском районе Ташкента. Выяснилось, что в квартире загорелась мебель, после чего девушка, пытаясь спастись от пожара, вылезла в окно. Однако во время спасательной операции, проводившейся сотрудниками МЧС, девушка сорвалась вниз. Пострадавшая была доставлена в травматологические отделение, серьезных травм гражданка не получила. Отмечается, что на момент инцидента девушка находилась в состоянии алкогольного опьянения. ","['она умерла 5 сентебря от передоза светлая ей память юсмерть пережилаюодин х туда', 'МЧС, сразу видно что у нас работают бараны, бестолковые даже не додумались снизу постелить специальный надувной матрас, ладно его нет, так когда девушка прыгнула, они как тараканы начали разбегаться в разные стороны, позор ?\u200d♂️... ', 'ох уж эти бухарики. нажрутся, спалят дом, и ещё спасай их. а в это время кто то реально в беде мог и не получить помощи.', 'Надеюсь она жива', '1', 'Олег Новиков ты сам с какой страны?', 'Спасатель прикольный смотрит как девушка падает и такой ой не поймал ', 'пить надо меньше и будет вам толк', 'Одни наблюдатели,снимать на телефон и просто глазеть,могли бы натянуть одеяло какое нибудь соседи.Народу много,а толку мало...']","[0.5124945, 0.4875055]",1,0
В Ташкентской области сотрудник ППС застрелился из табельного оружия,16,https://uznews.uz/posts/3239,"Бекзод Бобомирзаев, 1987 г.р., сотрудник патрульно-постовой службы и группы общественного порядка ОВД г.Ангрена, выстрелил себе в голову из закрепленного за ним пистолета Макарова. Инцидент произошел на 4-м этаже отделения внутренних дел города Ангрена. В результате Бобомирзаев скончался на месте происшествия, говорится в сообщении МВД. В сети Интернет распространился видеоролик , в котором брат покойного утверждает, что перед смертью Бекзод Бобомирзаев сообщал, что некий сотрудник «Инспекции», оказывает на него давление и требует от него денег в течение недели. Перед тем, как совершить самоубийство, сотрудник ППС созванивался со своим братом и матерью. В данный момент причины самоубийства расследует специально организованная группа МВД и прокуратуры. Ситуация находится на личном контроле министра внутренних дел Узбекистана. ","['Отбор в органы просто супер) дал на лапу 1.000& и ты уже сотрудник. Лучше бы инспектора застрелил и сел в тюрьму', 'Жалко человека система его сломала!', 'Ангрен окружают прекрасные горные виды. Но погибший их больше не увидит.Разве это того стОило? Даже десятка в ИТК Бекабада - не повод накладывать на себя руки. В любом случае - мои соболезнования семье погибшего.', 'Есть причина нет оправдания', 'он что , не знал  куда идет  служить  ?', 'Зря! Надо было того сотрудника из инспекции по личному составу завалить!', 'Что то я не понял Севара,что за вопрос,я по моему все написал.', 'Раз застрелился значит у него с психикой было не в порядке,хорошо ни кого не застрелил,а сотрудник инспекции на него,что то серьезное нарыл,чего этот парень очень боялся,а был бы в адеквате,то заявил бы на этого деятеля инспектора,что то здесь не то.']","[0.8094504, 0.19054955]",0,1
В Андижане подростка ударило током на крыше вагона,2,https://uznews.uz/posts/3254,"24 июня в 19:27 часов в УОБТ УВД Андижанской области поступило сообщение о том, что мальчика, который залез на крышу вагона, ударило электрическим током высокого напряжения. Выяснилось, что житель МСГ «А.Тимур» города Пайтуг Избасканского района, 13-летний Ч.Т., залез на порожние вагоны электропоезда, где получил удар током в результате собственной неосторожности. Подросток был помещен в реанимационный отдел Пайтугского районного центра скорой помощи. В настоящее время по данному факту проводятся следственные действия. ",['Ну что сказать электричество победило '],"[0.997537, 0.0024629862]",0,1
В Ташкенте произошёл пожар в кафе Peggy’s Bar & Grill — видео,0,https://uznews.uz/posts/3273,"По данным пресс-службы МЧС, сегодня, 25 июня, в 14:20 часов в УЧС Ташкента поступило сообщение о пожаре в заведении общественного питания Peggy’s Bar & Grill и прилегающем к нему доме, расположенных на улице С. Машхади Яшнабадского района столицы. В 14:27 на место происшествия прибыли 4 пожарно-спасательных расчета. Пожар был локализован в 14:48 и полностью потушен в 15:03. Огонь повредил внутреннюю часть и крышу здания заведения на площади 120 квадратных метров и крышу соседнего дома на площади 30 квадратных метров. В результате оперативных действий спасателей от огня удалось спасти в общей сложности 90 квадратных метров помещения. Отмечается, что в результате пожара никто не пострадал. В настоящее время уточняется причина пожара и размер материального ущерба. Видео и фото с места инцидента отправил мобильный репортер",[],"[0.0, 0.0]",0,0
В Намангане из-за взрыва баллона со сжиженным газом погиб 12-летний подросток,2,https://uznews.uz/posts/3301,"23 июня в махалле «Сохилобод» Туракурганского района Наманганской области на кухне жилого дома произошел взрыв баллона со сжиженным газом, сообщает пресс-служба районной администрации. В результате пожара погиб 12-летний ребенок. Также сгорела большая часть дома и предметы домашнего обихода. Согласно предварительному следствию, хозяева дома не соблюдали правила техники безопасности и использовали в качестве кухни подвал дома, где не были установлены дымоход и воздухообменник. ",['21 век у людей дома газ баллон на кухне это ужас еще «не соблюдали меры безопасности» лучше бы газ дали бы на каждый дом не умер бы бедный ребёнок '],"[0.99791425, 0.002085748]",0,1
В ГУВД Ташкента прокомментировали остановку аттракциона в парке Anhor — видео,4,https://uznews.uz/posts/3303,"«На видеозаписи запечатлен рабочий момент технического осмотра и проверки аттракциона «Американские горки» в парке Anhor, имевший место 22 июня 2021 года», – говорится в сообщении ГУВД. Отмечается, что люди, присутствующие в кадре – это персонал парка, посетителей на аттракционе в тот момент не было. «После окончания профилактических работ на аттракционе, он снова будет запущен и станет доступным для посетителей», – сообщили в столичном ГУВД. ","['Что за понос вливают нам в уши?? А где страховка??? А почему баба в юбке там лазяет?? Просто у этого парка хужаин блатной из-за этого ГУВД и пропоносилось.', 'ХАХАХА!!! Если столичное ГУВД позиционирует данный инцидент как техническую неполадку аттракциона и люди запечатленные в кадре являются техническими сотрудниками парка, ТО, как минимум, положено было открыть проверку в отношении администрации парка по факту нарушения техники безопасности при выполнении верховых работ!!!\n  ']","[0.50018555, 0.49981448]",0,0
В Навои нелегальные золотодобытчики погибли от отравления выхлопными газами,4,https://uznews.uz/posts/3374,"По информации прокуратуры Навоийской области, 12 июня семеро жителей Хатырчинского района занимались незаконной добычей золота на заброшенном карьере горной системы Олтинсой. Во время добычи золотого песка в шахте старатели задохнулись выхлопным газом от ""электродвижка"". В результате отравления газом четверо граждан погибли на месте происшествия, другие три человека были доставлены в районную больницу. По данному факту прокуратура Хатырчинского района проводит следственные действия. ","['""Люди гибнут за металл, за металл. Сатана здесь правит бал, правит бал!""', 'Если нету мозгов, считай калека! Сколько успели накопать?']","[0.01953753, 0.98046255]",0,1
"Инспекторов ДПС, не пропускавших машину скорой помощи, уволили с работы — видео",22,https://uznews.uz/posts/3376,"В сети Интернет распространилась информация о том, что в Термезе двое сотрудников ДПС заблокировали проезд машине скорой помощи. Данный инцидент прокомментировали в ГУБДД МВД.  Сообщается , что 15–17 июня в связи с проведением в Термезе «Молодежного фестиваля» некоторые улицы, в том числе улица Навбахор, были временно закрыты для движения. Два инспектора ДПС, несших службу на этом участке дороги, ограничили движение машины скорой помощи, направлявшейся по вызову. «По результатам служебной проверки УБДД УВД Сурхандарьинской области 21 июня инспекторы были освобождены от занимаемых должностей и оставлены в распоряжении управления», - говорится в сообщении ГУБДД МВД. ","['Бош нимага берилган. Вазиятга караб харакат килиш керак. Дуппи тор кеб коганда буйрук берганлар химоя килмайди. Шунинг учун вазиятдан келиб чикиб, ваколати доирасида иш тутиш керак. ', 'Разве оставить в распоряжении управления означает УВОЛИТЬ ? Уволить- это расторгнуть договор найма, лишение выслуги лет на пенсию ! А здесь-налицо замазывание глаз народу ! Эти людишки будут работать где-нибудь патрульными и снова будут проявлять свои замашки !', 'Надо ещё наказать того, который без формы. ', '《Приказы никогда не обсуждаются и выполняются строго по инструкции. Они действовали строго по приказу.》 Очень извиняюсь,По вашему получается, если вам приказали, выше стоящие, которых вы хорошо знаете, кто эти люди, а может быть и не знаете или не видели этих людей даже в лицо, противозаконное или противочеловеческое и вы скажете и сделаете, ""приказ есть приказ. Простой пример, ваши друзья, родственники, семья вы пойдёте против них и скажете им ""ИЗВИНТЕ МНЕ ПРИКАЗАНО ВАС ....?', 'Позор ,позор ,позор .', 'Вы все комментаторы, а не военные... так что вам не понять этих сотрудников. Приказы никогда не обсуждаются и выполняются строго по инструкции. Они действовали строго по приказу. Вы думаете что их уволили из-за того что они не пропустили машину скорой помощи? Ошибаетесь! Они до этого один раз пропустили эту машину и таким образом нарушили приказ. Вот из-за этого-то их уволили.', 'Да? Кто? скорая помощь? Сколько раз тебя можно пропускать? Все хватит', 'Им не место МВД.Позор.', 'РЕЖИМ ВАХТЕРА У НАС ВЕЗДЕ ,КАК И БЫЛ ТАК И БУДЕТ ДАЛЬШЕ... БАРАНЫ.....', 'Обезьяны и то умнее.']","[0.48036513, 0.51963484]",0,1
В Сурхандарье водитель Nexia-3 сгорел заживо в результате столкновения с грузовиком,8,https://uznews.uz/posts/3381,"На днях ночью на автодороге, проходящей через махаллю «Дустлик» Музрабатского района Сурхандарьинской области, произошло ДТП со смертельным исходом. Об этом сообщили в пресс-службе УВД по Сурхандарьинской области. Установлено, что авария произошла из-за того, что водитель Nexia-3 выехал на встречную полосу движения, после чего столкнулся с грузовым автомобилем Shacman. В результате столкновения в автомобиле Nexia-3 возник пожар, и находившийся внутри водитель погиб, не сумев выбраться из горящей машины. ","['Суицид', '50/50 не знают пдд. ', 'Права нехуй покупать , пока есть коррупция будут умирать люди ', 'Ещё один Шумахер прямиком в ад попал.']","[0.7342645, 0.26573557]",0,1
Водитель Spark «прокатил» на капоте инспектора ДПС и скрылся с места происшествия — видео,20,https://uznews.uz/posts/3416,"По данным ГУБДД МВД, инцидент произошел 19 июня в 19:30 на проспекте Бобура в г.Андижане. Инспектор ДПС подал сигнал об остановке водителю автомобиля Spark, но тот проигнорировал это и продолжил движение. После этого сотрудник УБДД передал по рации об этой внештатной ситуации другому инспектору, который также попытался остановить автомобиль. Водитель также не подчинился требованиям, наехал на инспектора и протащил его на капоте автомобиля 50-60 метров. После этого он скрылся с места происшествия. В результате данного происшествия никто не пострадал. По данному факту проводится дознание. ","['False', 'Гаишникам сочувствуют или пешеходы, или те, кого еще не оштрафовали...В последнем случае - все они сразу представители лгбт и дави их!)) ', 'Гаишникам сочувствуют или пешеходы, или те, кого еще не оштрафовали...В последнем случае - все они сразу представители лгбд и дави их!))', 'Мадина, тебя же первую пристрелят тогда)) ', 'Если нарушил и не остановился прислали бы штраф или приехали бы по номеру машину к нему и на штраф стоянку отправили бы и так далее но зачем и ещё раз зачем прыгать на капот? да водитель баран! но зачем пытаться именно остановить, аж прыгать на капот или так горел желанием взятку взять!?', 'Что за тупорылые в ГАИ работают ,долбаебы не остановился и что надо прыгать на машину ,а если он бы убил инспектора и что пал смертью храбрых ,почему таких тупых берут в ГАИ ,стыдно гаишников самих надо учить как действовать в таких ситуациях .', 'Кто кого протащил и не видно, но действительно на каком основание пинают машину , тем самым тоже нарушая закон!?', 'Кто кого протащил и не видно, но действительно на каком основание пинают машину , тем самым тоже нарушая закон!?', 'Ну а зачем пинать машину,,????', 'Люди, прошу вас, не будьте дикарями...']","[0.60150117, 0.39849886]",0,2
"В Намангане спустя три дня нашли тело 12-летней девочки, утонувшей в канале",0,https://uznews.uz/posts/3444,"18 июня в 09:00 часов сотрудниками МЧС Наманганской области было найдено тело 12-летней девочки, утонувшей в Северном Ферганском канале, сообщили в пресс-службе Генпрокуратуры. Несчастный случай произошел 15 июня в 14:30 часов. Девочка со своими сверстниками отправилась купаться в канал. Однако прыгнув в канал, девочка не смогла выплыть. По данному факту прокуратурой Папского района ведутся доследственные действия. ",[],"[0.0, 0.0]",1,0
Сорвавшееся ведро с грунтом стало причиной гибели человека,6,https://uznews.uz/posts/3467,"По информации МЧС, 17 июня в махалле «Дустлик» в Ферганском районе произошел несчастный случай, в результате которого скончался один человек. Гражданин С.С. спустился в колодец глубиной 50 метров, чтобы его почистить. Однако во время очистки колодца оборвался трос, к которому было привязано ведро, наполненное грунтом. Несмотря на то, что гражданин С.С. был в каске, он скончался от полученных травм на месте происшествия. Находившийся рядом гражданин Р.Т. спустился в колодец, чтобы оказать помощь, однако после не смог выбраться из него самостоятельно. Сотрудники МЧС, прибывшие на место происшествия, вызволили обоих из колодца. По данному факту ведется предварительное следствие. ","['Ага, в махалле Дустлик все же на английском обычно общаются...', 'Андрей Харитонов,скорее всего журналист спросил ""какая глубина колодца?"", ответили ""fifteen"",а ему послышалось ""fifty"".. \nСоболезнования родным погибшего,конечно.Только вот техника безопасности - словосочетание не многим известное у нас,к сожалению..', '50 метров глубина? Это что за колодец глубиной в 18ти этажный дом.Ну вы и придумали,горе писатели фантасты. Кто полезет на такую глубину без страховки и вентиляции?']","[0.9730179, 0.026982153]",0,1
"Под Ташкентом водитель переехал пешехода, лежавшего ночью на дороге",16,https://uznews.uz/posts/3480,"7 июня в 22:20 часов на международной трассе, проходящей через Янгиюль в Ташкентской области, 20-летний водитель автомобиля Nexia переехал 36-летнего пешехода, лежавшего на дороге. От полученных травм пешеход скончался на месте происшествия. Водитель скрылся с места аварии. По информации ГУБДД МВД, принятыми оперативными мерами водитель был установлен. Как позже сообщил водитель, он уехал с места происшествия из-за чувства страха. «Я приближался к светофору. Горел зелёный свет. Ехал белый Spark. Я не видел, что было на моем пути. Машина наехала на что-то, кто-то закричал. Я испугался и уехал. Потом я вернулся на место происшествия, пешеход был мертв », - сказал водитель. ","['Несложно установить по характеру повреждений на кузове самой машины, сбил он его или переехал лежачего...', '* перелазил', 'Вообще он через бардюр перевозил и упал на асфальт и его кобальт перехал', 'А после его видели на Алайском базаре и в метро. Муть какаето.', 'Недостоверная информация, пешеход был в нетрезвом состоянии, водитель Nexia сбил его, а за ним проехался Cobalt', 'Нужно сделать медицинскую экспертизу, выяснить всё..', 'Он его и сбил: кто лежит на дороге? ', 'А вы часто лежите ночью на дороге? Может быть он его сбил? Аа?']","[0.64141905, 0.3585809]",0,3
"В ДТП с участием грузовика Shacman и Nexia погибли два человека, ещё двое пострадали",10,https://uznews.uz/posts/3518,"15 июня в 18:20 часов на 40-м километре трассы 4Р-36, проходящей через город Джизак, произошло смертельное ДТП. Об этом сообщили в пресс-службе ГУБДД МВД. Водитель автомобиля Nexia Е.К., 1995 г.р., столкнулся с грузовым автомобилем Shacman, за рулем которого находился гражданин Д.Э., 1974 г.р. В результате столкновения водитель и ещё один пассажир Nexia погибли на месте происшествия, получив травмы, несовместимые с жизнью. Ещё двое пассажиров легкового автомобиля, 2010 и 1994 г.р., были госпитализированы с телесными повреждениями различной степени тяжести. В настоящее время проводится доследственная проверка. ","['водитель грузовика на встречку выехал и убил, разделительные бордюры нужны между встречными полосами', 'Че за машины у нас, нексию просто размазало об грузовик, а тому хоть бы хуй, он на следующий день может в рейс отправиться. Где блядь безопасность??', 'Если бы не было коррупции , было бы меньше аварий !! Раздают права налево на право , всяким далбоящерам и потом страдают люди невинные ', 'Это был его последний ""проскочу"" на горной дороге и похоже еще и превысил скорость чтобы проскочить. Жаль невиновных пассажиров, и что это не последний, таких на дорогах еще много и других это ничему не учит, умирают как животные даже не осознав...', 'да да напишут водитель не справился с управлением и выехал на полосу встречного движения, когда если водитель сам в реале умышленно выехал на встречку думая прокатит!!']","[0.64889944, 0.35110053]",0,1
Два человека погибли в результате взрыва газовоза на АЗС в Самарканде,0,https://uznews.uz/posts/3554,"В результате взрыва водитель автомобиля, гражданин А., и работник АЗС от полученных травм скончались на месте происшествия. В настоящее время выясняются причины взрыва. ",[],"[0.0, 0.0]",0,1
"Установлена личность детей, повесивших собаку на дереве",64,https://uznews.uz/posts/3596,"По данным УВД Наманганской области, инцидент произошел 24 мая текущего года. В этот день ученик 6 класса Х.Х. вместе с учеником 5 класса З.Ш. вывели собаку на поле, чтобы оставить её там. Причиной этому стало то, что домашний питомец нанес ущерб, напав на кур во дворе дома. «Не имея представления о юридических последствиях данного деяния, дети повесили собаку на ветке клёна», - говорится в сообщении. Данный процесс заснял и поделился в группе в Telegram 18-летний И.Б. 27 мая один из учащихся 11-класса местной школы выложил данное видео в TikTok. В областном УВД заверили, что собака, снятая на видео, жива и находится под присмотром Х.Х. В УКД ОВД Чартакского района провели расследование и подготовили необходимые документы для решения вопроса об ответственности виновных. ","['Надира, что им «обратная бумеранг пойдет»?) Собаки их повесят когда-нибудь что ли? \nУ собак прав нет, хошь-вешай, хошь - стреляй...Законодательство в этом плане бессильно, особенно в отношении несовершеннолетних. ', 'Ублюдки малолетние \nЗа тик ток семью готовы на дереве повесить не то что собак ', 'Им обратная пойдёт  однозначно,бумеранг !!!!!', 'А если они согрешат ? Что с ними нужно  сделать?', 'Какая  прелесть  родила  этих детей?', '???', 'Каримка! Кское твоё дело? Куда мне ехать и где жить, я не только у тебя, я у президента спрашивать не намерен!!! Лучше сделайте каждый что-нибудь полезное для страны!', 'Ahmadjon Imamov, аввал худони тилга олдинг, кейин онани сўкдинг. и чем ты лучше их после этого?                                         ', 'Махмуджон Мадаминов, нима ёзганийни ўзинг чунган бўсен бўлди.', 'Олег Новиков, да, олежа, весь мир и ток мы в попе. может тебе пора уже переехать в эти благословенные места и не терзать себя жизнью в узбекистане? зачем себя так мучить? ']","[0.13242836, 0.86757165]",1,1
"В Самарканде замначальника налоговой инспекции погиб, пытаясь скрыться от инспекторов ДПС — видео",38,https://uznews.uz/posts/3605,,"['Жесть !!', 'Я перехожу на личности не из-за того что у них бедный словарный запас, а от того, что скудный запас их ума, не позволяет мыслить цивилизовано...Саму бы так двинули башкой об кузов и придушили бы на сиденье, посмотрели бы потом как ты запела...Слышь, нет?', 'Как бы не куришь или не куришь? Сначала в этом определись, а потом уже давай прогнозы относительно коньков, ок? ;) Такие же как ты колхозники и не видят разницы между задержанием и убийством...Самое прискорбное во всем этом то, что ты разницу не чуешь, тут печалька особенно:((', 'Он попытался скрыться и не хотел сесть в машину. Конечно жалко и странно, что так умер.', 'Мадина, применяют силу, когда сопротивляется, а не пытается убежать, а когда уже поймали, то аккуратно грузи неадеквата, а не души человека, дальше с ним уже врачи и следствие разберутся, а таким макаром можно любое даже заказное убийство оправдать. Вкурила?', 'Какая служебная машина суки довели до сердечного приступа', 'Обращение должно быть человеческое, несмотря на состояние. И ещё не факт, что он был пьяный. Это следствию предстоит выяснить.\nКакое это соответствующее обращение даже с преступником? По дороге в суд замочить его что ли? Так мы милочка в средневековье возвращаемся...', 'Джордж Флойд самаркандская версия пьянка лайвс маттер!!!', 'Виновата пьянка. Выпил не содись за машину.сам будешь цел и люди не пострадают.', 'По-моему гаишник его с размаху об угол двери автомобиля ударил! Поэтому тому уже в машине плохо стало! Он просто вырубился! Но я опять же говорю по-моему (может быть или так показалось)']","[0.4224352, 0.57756484]",0,2
В Ташкенте в результате столкновения с грузовым автомобилем погиб водитель Lacetti,8,https://uznews.uz/posts/3623,"ДТП произошло 10 июня в 22:00 на пересечении улиц ТКАД и Домбрабад в Чиланзарской районе столицы, говорится в сообщении ГУБДД МВД. Водитель Lacetti Ф.Э, 1983 года рождения, врезался в кузов грузовика Mercedes-Benz, который стоял на красном сигнале светофора. В результате происшествия водитель Lacetti скончался в больнице от полученных травм. В данный момент УБДД ГУВД Ташкента проводит дознание. ","[' Мадинка-пендинка, Вангой решила заделаться что ли?)) ', 'Mushtari *Русская речь )))', 'Жалко его во всем виноват телефон... ', 'Увольте пожалуйста редактора, который печатал этот текст((( русский речь его покинул(((']","[0.40403476, 0.5959653]",0,1
В Каракалпакстане четверых парней засыпало грунтом: выжил только один,8,https://uznews.uz/posts/3652,"По сообщению прокуратуры Каракалпакстана, несчастный случай произошел 9 июня в 5:30 утра, когда 31-летний С.У., 15-летний С.К., 14-летний С.М. и 17-летний Д.М. рыли яму для подземного водопровода в пустынно-песчаной части Кунградского района. Во время строительных работ всех четырех молодых людей задавило грунтом. В результате граждане С.У., С.К. и С.М., погибли на месте происшествия. Несовершеннолетний Д.М был извлечен из-под земли и госпитализирован в Кунградское районное медицинское объединение. В данный момент прокуратура Кунградского района расследует данное дело. ","['Во время выкапывания подземной водопроводной трубы в песчано-пустынной местности Кунградского района Каракалпакстана погибли три человека, включая двух подростков. По данным «Коракалпок сув таъминоти», они пытались украсть чугунную трубу. Так они обыкновенные воры....', 'Зато другие раскапывают могилы, и выкладывают в тик ток! Чем больше сдохнет таких моральных, бородатых уродов, как тот недочеловек, тем лучше! Куда смотрят люди в погонах?????? Ждут межнациональный конфликт???', 'Да очень жаль парней. Аллох рахматига олсин', 'Толи тупость, толи глупость. Жаль парней, и их родителей, такие молодые, могли бы жить.']","[0.26531515, 0.7346848]",0,1
В Ташкенте при спасении двух утопающих утонул сотрудник МЧС,16,https://uznews.uz/posts/3659,"По данным МЧС, 8 июня в 15:16 в канале Буриджар в Яккасарайском районе начала тонуть гражданка, которая купалась в запрещенном месте. Двое сотрудников МЧС, А. Азимходжаев и И. Муродов, бросились на помощь и спасли женщину. Однако после этого последняя вместе со своим знакомым, гражданином Ф.К., повторно прыгнули в воду. Благодаря усилиям спасателей, жизни обоих граждан были спасены. Однако, спасая людей, сотрудник МЧС А.Азимходжаев утонул. Ранее мы сообщали о том, что в Ташкенте мужчина утонул в канале Бозсув, пытаясь спасти девушку. Ещё один молодой человек утонул в канале Дамаши, проходящем по территории Алмазарского района. По словам очевидцев, он пытался вымыть руки в канале, что привело к трагедии.","['Спасать только тех, кто реально нуждается в этом, всяких ныряльщиков в запрещенных местах, альпинистов из под лавин, рыбаков уносимых на льдинах и прочих долбанов, которых никто не заставлял туда лезть - это дело рук самих утопающих...', 'Жалко парня, из за каких то пьяниц ушёл.... ', 'Повторно прыгнули ,не надо было этих дебилов спасать ,раз не понимают ,зачем свою жизнь менять на чужую ,если люди сами виноваты .', 'Эти две гниды стояли и не осознавали что они натворили.', 'Боже что за индивиды деградирующие\n#1 Зачем вообще прыгать в запрещённом месте?\n#2 Зачем прыгать повторно когда первый раз чуть не утонули? Теперь будут жить с этим грузом которое стоило жизни человеку\n\nF за сотрудника МЧС  ', 'Чувак там тебя небыло.эта тварь была под чем то и ее парень тоже самое.эти два выродка прыгнули возле ГЭС .изза этих мразей погиб спасатель МЧС и второй чуть не ушел под вод ели его выташили мы.эта мразь баба и ее спутник гореть ей в аду.не зря говорят быть спасателем это призвание.я бы эту мразь после первого раза нафиг не спасал бы.а они два героя !!!!один живой другой мертвый!!!! Слава нашему МЧС и я убиделся этому.', 'Такое впечатление, что живем среди умалишенных!\n""....начала тонуть, но ее спасли. Затем она же повторно прыгнула в воду...""\nПингвины! Они и то умнее!\nАстағфурилло!!! О Аллах прости нас за наши грехи!!!', 'Повторно прыгнули в воду...может следовало повторно получить образование, чтобы таких идиотских вещей не совершать, которые стоили жизнь человека. Остановите Землю, я сойду)']","[0.20865022, 0.79134977]",0,2
