,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
321,Узбекистан разгромил Туркменистан и досрочно вышел в плей-офф Кубка Азии,2,https://uznews.uz/posts/21877,"Счет был открыт Жавохиром Сиддиковым на 17-й минуте матча. Второй мяч в ворота соперника отправил Элдор Шомурадов на 23 минуте. На 40 минуте игры Джалолиддин Машарипов стал автором третьего гола сборной Узбекистана. Элдор Шомуродов через две минуты оформил дубль. Во втором тайме счет не изменился, и подопечные Эктора Купера, одержав крупную победу над сборной Туркменистана, досрочно вышли в плей-офф. После двух туров у сборных Узбекистана и Японии в активе по 6 очков. По разнице мячей наша команда в группе занимает первое место. Заключительный матч группового этапа пройдет 17 января против сборной Японии. В этой игре и станет известен победитель группы «F». ",[],"[0.0, 0.0]",0,0,Uzbekistan defeated Turkmenistan and entered the playoffs of the Asian Cup early,[]
322,Вадим Абрамов возглавил ФК «Бунёдкор»,0,https://uznews.uz/posts/21887,"Как сообщает пресс-служба футбольного клуба, Вадим Абрамов был представлен игрокам на минувшей неделе. Напомним, что после того как Миржалол Касымов покинул команду и возглавил АГМК, временным главным тренером был назначен Шухрат Максудов. Вадим Карленович начинал тренерскую карьеру в ферганском «Нефтчи», где работал помощником главного тренера, после чего он возглавлял узбекские «НБУ-Азия», «Трактор», «Локомотив», ФК «Астана», а также национальную и молодежную сборные Узбекистана. Следует отметить, что в декабре 2017 года у Вадима Абрамова была отозвана тренерская лицензия, которая была затем возвращена в июне прошлого года. ",[],"[0.0, 0.0]",0,0,Vadim Abramov led the Bunyodkor FC,[]
323,Ольга Забелинская принесла Узбекистану ещё одну медаль Чемпионата Азии,0,https://uznews.uz/posts/21905,"Наша соотечественница уступила первенство велогонщице из Кореи. В этот же день, бронзовой медали в индивидуальной гонке на время среди юниорок удостоилась Янина Кускова , победив в споре за «бронзу» представительницу Индии Следует отметить, что это уже 4 по счёту медаль за третий день соревнований Чемпионата Азии, завоёванная национальной сборной Узбекистана по велоспорту. Напомним, 9 января Ольга Забелинская завоевала золото, а 10 января - Кускова Янина удостоилась серебра. ",[],"[0.0, 0.0]",0,0,Olga Zabelinsky brought Uzbekistan another medal from the Asian Championships.,[]
324,Гол нападающего «Ростова» Шомуродова принес Узбекистану победу над Оманом в матче Кубка Азии,0,https://uznews.uz/posts/21947,"Счет в матче на 34-й минуте открыл бывший полузащитник «Анжи» и «Краснодара» Одил Ахмедов, который в настоящее время является игроком «Шанхай СИПГ». Оман восстановил равенство в счете голом на 72-й минуте — отличился Мохсин Аль-Газани. Победу Узбекистану принес гол нападающего «Ростова» Элдора Шомуродова на 86-й минуте игры. Узбекистан набрал 3 очка и вышел на второе место в турнирной таблице группы F. Оман (0 очков) занимает 4-е место в квартете. Лидирует в группе сборная Японии (3 очка), которая опережает Узбекистан за счет большего числа забитых мячей. Кубок Азии. Групповой этап Группа F, 1-й тур Узбекистан — Оман — 2:1 (1:0) Голы: Ахмедов, 34; Шомуродов, 85 — Аль-Гасани, 72. Удаление: Егор Кримец (Узбекистан), 90+2. ",[],"[0.0, 0.0]",0,1,"The goal of the attacker ""Rostova"" Schomrodov brought Uzbekistan a victory over Oman in the Asian Cup match.",[]
325,Велогонщица Ольга Забелинская стала чемпионкой Азии,0,https://uznews.uz/posts/21954,"Набрав 70 очков, наша спортсменка с большим отрывом завоевала для Узбекистана первую медаль 2019 года. Об этом «UzNews.uz» сообщили в Федерации велоспорта Узбекистана. Второе место с 22 очками заняла Хуан Тинг Инг из Тайваня, а бронзовой медали удостоилась представительница Китая - Джанг Йинг, которая финишировала с 15 очками. Напомним, что эта третья медаль высшей пробы, которую завоевала Ольга Забелинская выступая за Узбекистан. Первое золото было выиграно осенью в рамках турнира «Chrono des Nations» во Франции. Второе золото велогонщица завоевала на международном турнире Track Cycling Challenge в Швейцарии Следует отметить, что данные соревнования предоставляют рейтинговые балы спортсменам для участия в 32-х летних Олимпийских и 16-х Паралимпийский играх, которые пройдут в 2020 году в Токио (Япония). ",[],"[0.0, 0.0]",1,0,"She became Asia's champion, Olga Zabelinsky.",[]
326,В ФК «Бунёдкор» сменился гендиректор,0,https://uznews.uz/posts/21956,"Как сообщает пресс-служба клуба, Улугбек Абдусаттарович Мирзаев назначен генеральным директором ФК «Бунёдкор». Напомним, ранее Улугбек Мирзаев работал исполняющим обязанности спортивного директора ФК «Бунёдкор». ",[],"[0.0, 0.0]",0,1,"In the Bunyodkor FK, the CEO was replaced",[]
327,Сенсация: 16-летний узбекский шахматист победил действующего чемпиона мира,0,https://uznews.uz/posts/22104,"В рамках чемпионата мира по рапиду и блицу, который проходит в эти дни в Санкт-Петербурге, произошла сенсационная партия. Во втором туре международный мастер из Узбекистана Шамсиддин Вахидов одержал победу над действующим чемпионом мира Магнусом Карлсеном, сообщает НОК. После грубой ошибки на 22-м ходу Карлсен должен был остаться без фигуры, но решил вместо этого пожертвовать ферзя. Наш шахматист Шамсиддин Вахидов аккуратно использовал все выгоды своей позиции и заставил соперника сдаться на 36-м ходу. В других партиях Нодирбек Ёкуббоев сыграл вничью со Станиславом Новиковым, а Нодирбек Абдусатторов уступил испанцу Лопесу Ивану Сальгадо. Напоминаем, вышеуказанные шахматисты стали победителями в рамках Всемирной шахматной Олимпиады, которая проходила в турецком городе Конья с 24 ноября по 2 декабря, и были награждены подарком Президента – автомобилем «Spark». ",[],"[0.0, 0.0]",0,3,Celebrity: A 16-year-old Uzbek chess player beat the current world champion.,[]
328,В Ташкенте впервые пройдет профессиональный международный турнир по смешанным единоборствам K-1,0,https://uznews.uz/posts/22165,"Профессиональная и любительская Федерация К-1 Узбекистана в лице президента Зафарова Омонбоя проведет в Ташкенте международные любительские и первые в Республике профессиональные бои по смешанным единоборствам K-1. Торжественная церемония открытия турнира состоится 24 декабря в 14:00. В этот же день начнется любительский турнир, в котором примут участие 275 спортсменов в весовой категории от 54 до 91+ кг. Самое ожидаемое событие турнира – профессиональные бои между спортсменами Узбекистана и Казахстана состоится 26 декабря в 18:00 вечера. На ринг выйдут 11 узбекских бойцов, среди которых Хожимухамедов Хайриддин, Махатов Тимур, Рихсивоев Рустам, Салимов Аваз, Элбоев Жавохир, Солихов Сулаймон и другие. Победители и призеры турнира будут награждены медалями, дипломами и чемпионскими поясами. Дата и время: Любительский турнир: 24-25 декабря, 9:00-21:00 Финал любительского турнира: 26 декабря, 9:00-14:00 Профессиональные бои: 26 декабря, начало в 18:00 Адрес: г.Ташкент,ул. Янги Байналминал, Универсал спорт саройи. Ориентир: ТРЦ Next Вход: свободный ",[],"[0.0, 0.0]",0,0,"For the first time in Tashkent, a professional international competition will take place on the K-1 Mixtures.",[]
329,Олимпийский чемпион Руслан Нурудинов попался на допинге,2,https://uznews.uz/posts/22164,"Международная федерация тяжелой атлетики (IWF) временно отстранила представителя Узбекистана Руслана Нурудинова от участия в соревнованиях после проведенной Международным олимпийским комитетом (МОК) перепроверки допинг-проб спортсменов с Олимпиады-2012 в Лондоне, сообщается на официальном сайте организации. В пробе штангиста после перепроверки найден дегидрохлорметилтестостерон. Напомним, в Лондоне Руслан Нуридинов занял четвертое место в весе до 105 килограммов. Сегодня он считается одной из главных звезд тяжелой атлетики, причем победы его пошли именно после лондонской Олимпиады. Так, Нурудинов, чемпион мира-2013, стал олимпийским чемпионом на Играх-2016 в Рио-де-Жанейро. ",[],"[0.0, 0.0]",0,1,Olympic champion Ruslan Nurudinov got caught in doping.,[]
330,Федерацию дзюдо Узбекистана возглавил новый председатель,0,https://uznews.uz/posts/22201,"В мероприятии принимали участие Президент Национального олимпийского комитета Узбекистана Умид Ахматджанов, первый заместитель министра физической культуры и спорта Ойбек Касымов, представители федерации дзюдо Узбекистана и СМИ, сообщает пресс-служба НОК. На должность председателя была выдвинута кандидатура Азиза Камилова, которую поддержали все присутствующие. В итоге Азиз Камилов стал председателем федерации дзюдо Узбекистана. На должность генерального секретаря был назначен Жамшид Насриддинов. В ходе конференции выступил Умид Ахматджанов. Президент НОК поставил задачи перед новым руководством, среди которых повышение популяризацию дзюдо, завоевание медалей высшей пробы на Олимпиаде в Токио-2020. Новый председатель в свою очередь отметил, что сделает все, чтобы оправдать доверие и готов приступить к работе. Азиз Камилов ознакомил участников со своими планами. Новый председатель также отметил особую роль предыдущего руководства, благодаря которому в нашей Республике этот олимпийский вид спорта занимает особое место. Камилов Азиз Якубжанович родился 19 июня 1984 года в Ташкенте, окончил Ташкентский государственный юридический университет. ",[],"[0.0, 0.0]",0,1,The Federation of Judo Uzbekistan chaired the new Chairman,[]
331,Узбекские паралимпийцы и их тренеры получили денежные вознаграждения,0,https://uznews.uz/posts/22202,"Как мы сообщали ранее, с 6 по 13 октября в Джакарте проходили III Параазиатские игры, в которых паралимпийцы Узбекистана завоевали 77 медалей – 33 золотых, 24 серебряных, 18 бронзовых наград, обновили рекорды и по качеству и по количеству медалей. Сегодня в музее Олимпийской славы состоялась торжественная церемония награждения наших паралимпийцев, в которой принимали участие советник Президента Абдужаббор Абдувахидов, президент Национального олимпийского комитета Умид Ахматджанов, министр физической культуры и спорта Дилмурод Набиев, председатель Национальной паралимпийской ассоциации Узбекистана Улугбек Мирхайдаров, спортсмены-участники III Параазиатских игр, их наставники и другие, сообщает пресс-служба НОК. Согласно распоряжению Президента «о награждении победителей и призеров III Параазиатских игр-2018» чемпионы турнира получили 5000 долларов, серебряные и бронзовые призеры по 3000 и 2000 долларов соответственно. Также, согласно распоряжению наградили и тренеров (за золотую медаль — 2500 долларов, серебро – 1500 долларов и бронза – 1000 долларов). В ходе мероприятия выступили легкоатлет Хусниддин Норбеков, член сборной команды по плаванию Фотима Амилова, тренер по дзюдо Хасан Касымов. Спортсмены поблагодарили за внимание и заботу, и обещали достойно выступить на Паралимпийских играх в Токио-2020, радовать своими новыми победами нашего Президента и народ. ",[],"[0.0, 0.0]",0,2,Uzbek Paralympics and their coaches have received monetary,[]
332,Велогонщица Забелинская стала первой на международном турнире в Швейцарии,0,https://uznews.uz/posts/22222,"Представительница Узбекистана выиграла золотую медаль на международном турнире Track Cycling Challenge в Швейцарии, набрав 48 очков. Об этом «UzNews.uz» сообщили в Федерации велосипедного спорта Узбекистана. Второе место с 46 очками заняла Лидия Бойлан из Ирландии, а бронзовой медали удостоилась представительница Италии - Елена Сеечини, которая финишировала с 44 очками. Напомним, что этой осенью Ольга Забелинская принесла первое золото Узбекистану, опередив всех участников на международном соревновании «Chrono des Nations» во Франции. Следует отметить, что данные соревнования предоставляют рейтинговые баллы спортсменам для участия в 32-х летних Олимпийских играх, которые пройдут в 2020 году в Токио (Япония). ",[],"[0.0, 0.0]",0,0,Zabelinsky was the first in an international tournament in Switzerland.,[]
333,В футбольной школе Junior прошла новогодняя автограф - сессия с Эктором Купером,0,https://uznews.uz/posts/22321,"В честь этого события была проведена грандиозная автограф-сессия с участием звезд мирового и отечественного футбола. ​Начало было запланировано на 18.00, но уже за час до старта, удобные сиденья спорткомплекса буквально ломились от количества желающих взять автограф и сфотографироваться с гостями вечера. Около восьмиста детей и родителей Junior ожидали приезда героев вечера. И те не заставили себя долго ждать, ведь дисциплина – одно из главных условий успешности в футболе. ​В числе приглашенных гостей были: главный тренер Национальной сборной Узбекистана по футболу, в прошлом – лучший тренер Испании и лучший тренер УЕФА – Эктор Купер, рефери FIFA – Равшан Ирматов, один из самых титулованных футболистов Узбекистана и Азии – Сервер Джепаров, лучший игрок Узбекистана 2017 года и действующий нападающий национальной сборной - Марат Бикмаев, а также недавно вернувшийся из Китая, защитник сборной – Анзур Исмаилов. ​Радости и восторга ребят не было предела: посыпались вопросы, на которые гости отвечали доходчиво и с удовольствием, а затем у каждого ребенка была возможность взять автограф и сделать фото с самыми футбольными людьми Узбекистана. ​Также всем гостям вечера был представлен небольшой видеоотчет об успехах школы Junior в 2018-м году, и эти успехи действительно достойны признания и аплодисментов. За 2018 год школе удалось: впервые провести детскую Лигу чемпионов, заключить сотрудничество с легендарным клубом Барселона, побывать на сборах в Испании, а также привести два золотых кубка с Международного турнира в Турции. ​В итоге вечер завершился на позитивной ноте. Юные футболисты, вдохновленные общением с кумирами, отправились домой. И мы уверенны, что теперь дети будут тренироваться с еще большим энтузиазмом и стремиться к достижениям в спорте. ​Не смотря на то, что Junior Uzbekistan была открыта в Ташкенте менее чем два года назад, тот вклад, что вносит школа в развитие детского футбола в Узбекистане, действительно неоценим. И, кто знает, возможно спустя десяток лет, наша Национальная сборная пополнится новыми игроками, многие из которых вчера брали автограф у Эктора Купера. Телефон: +998 90 935-50-07  Facebook Instagram На правах рекламы ",[],"[0.0, 0.0]",0,0,Junior's football school had a New Year's autograph session with Ector Cooper.,[]
334,Фото: Президент подарил победителям Всемирной шахматной олимпиады автомобили,0,https://uznews.uz/posts/22404,"Напомним, с 24 ноября по 3 декабря в городе Конья (Турция) проходила Всемирная шахматная олимпиада среди юниоров до 16 лет. По итогам соревнований, сборная Узбекистана одержала серию побед над сборными командами Венгрии, Польши, Молдовы, России, Индии, Украины, Ирана и Китая, уступив лишь сборной США. В итоге сборная Узбекистана завоевала 8 побед из 9 возможных и заняла заслуженное первое место. Сегодня, 6 декабря, состоялась церемония вручения ключей от автомобилей юным шахматистам. В торжественном мероприятии приняли участие заместитель премьер-министра Азиз Абдухакимов, министр народного образования Шерзод Шерматов, министр дошкольного образования Агриппина Шин, представители НОК и Министерства физкультуры и спорта. Также НОК Узбекистана наградил и наставника юных шахматистов. Сайдали Юлдашев получил денежную премию в размере 15 млн. сумов. ",[],"[0.0, 0.0]",0,1,Photo: The President gave the winners the World Chess Olympics,[]
335,Сборная Узбекистана впервые в истории выиграла всемирную шахматную олимпиаду,0,https://uznews.uz/posts/22495,"С 24 ноября по 3 декабря в городе Конья (Турция) проходила Всемирная шахматная олимпиада среди юниоров до 16 лет. По итогам соревнований, сборная Узбекистана одержала серию побед над сборными командами Венгрии, Польши, Молдовы, России, Индии, Украины, Ирана и Китая, уступив лишь сборной США. В итоге сборная Узбекистана завоевала 8 побед из 9 возможных и заняла заслуженное первое место, сообщает федерация шахмат. Также наши шахматисты завоевали медали по доскам. Якуббоев Нодирбек с 8 победами из 9 и рекордным перфомансом 2713 завоевал золотую медаль на второй доске. Вохидов Шамсиддин на четвёртой доске набрал 7,5 очков из 8 и с перфомансом 2709 также завоевал золотую медаль. ",[],"[0.0, 0.0]",0,0,Uzbekistan's team won the world's chess olympiad for the first time in history,[]
336,Сборная Узбекистана по футболу опустилась в рейтинге FIFA,0,https://uznews.uz/posts/22538,"Согласно обновлённому рейтингу, сборная Узбекистана опустилась на одну позицию и расположилась на 95-м месте, набрав 1251 балл. В тройке лидеров по-прежнему идут Бельгия, Франция и Бразилия. С полным рейтингом можете ознакомиться здесь .",[],"[0.0, 0.0]",0,0,Uzbekistan's football team was down in the FIFA rating.,[]
337,Полузащитник «Локомотива» оштрафован за оскорбление фанатов «Пахтакора»,0,https://uznews.uz/posts/22569,"Отметим, по итогам данного матча команда «Локомотив» одержала победу со счетом 3:2. Радуясь победе, Марат Бикмаев продемонстрировал различные оскорбительные жесты в сторону болельщиков «Пахтакора». Таким образом, спортсмен отстранен от 2 последующих матчей и оштрафован на 20 млн. сумов, сообщает пресс-служба ПФЛ Узбекистана. После случившегося Марат Бикмаев попросил прощения у болельщиков, обьяснив свое поведение нахлынувшими эмоциями. ",[],"[0.0, 0.0]",0,2,Lokototiva is fined for insulting Pakhtakor fans,[]
338,Узбекистан занял 1-е место в общекомандном зачете Grand Prix Almaty,2,https://uznews.uz/posts/22632,"С 17-18 ноября в Алматы состоялся открытый кубок Grand Prix Almaty по Таеквон-до. В данном турнире принимали участие спортсмены из Узбекистана, Кыргызстана и Казахстана. Из Узбекистана во главе с Курбановым Хуснитдином и Климовым Константином участвовали 103 спортсмена. В общем командном зачете по количеству золота и по количеству спортсменов Узбекистан завоевал первое место, второе и третье места заняли Казахстан и Кыргызстан соответственно. Среди команд Узбекистана принимала участие команда ""EDEN SPORТ"" во главе с Саламовым Дониёром. Из этой команды выступили 17 спортсменов по программам специальной техники, тули и спаррингам. В итоге, спортсмены завоевали 6 золотых, 6 серебряных и 8 бронзовых медалей. ",[],"[0.0, 0.0]",0,0,Uzbekistan ranked first in the Grand Prix Almaty team,[]
339,Специалисты «Real Madrid» проведут мастер-классы в регионах Узбекистана,0,https://uznews.uz/posts/22788,"Как сообщалось ранее, в июне текущего года на основе подписанного соглашения между Ассоциацией футбола Узбекистана и Академией «Real Madrid» по программе «Real Madrid Foundation Clinic» Узбекистан посетили специалисты «Королевского клуба». В ходе визита испанские эксперты организовали теоретические семинары для детских футбольных тренеров и провели практические занятия. Специалисты академии «Реала» также провели мастер-классы для юных игроков. Вторым этапом сотрудничества между АФУ и академией «Real Madrid» стала стажировка одаренных детей-футболистов Узбекистана, которая была организована в Мадриде в сентябре-октябре этого года. В ходе визита в академию «Реала» наша делегация смогла посетить тренировочный процесс основной команды «Real Madrid», провела экскурсию по стадиону «Сантьяго Бернабеу» и имела возможность обучиться секретам футбола у опытных мастеров своего дела. В рамках третьего этапа сотрудничества эксперты «Королевского клуба» вновь прибудут в Узбекистан и посетят региональные футбольные академии, где проведут мастер-классы для юных футболистов. Как сообщила пресс-служба АФУ, мероприятия будут проходить с 11 ноября по 23 ноября в Сурхандарьинской, Бухарской, Андижанской областях, и Республике Каракалпакстан, в которых будут участвовать местные игроки и детские тренеры по футболу. ",[],"[0.0, 0.0]",0,2,Real Madrid specialists will conduct workshops in the regions of Uzbekistan,[]
340,Гафур Рахимов избран президентом AIBA,2,https://uznews.uz/posts/22822,"Новоизбранный президент AIBA Гафур Рахимов победил на выборах, его кандидатуру поддержало 86 делегатов из 137-ми. Помимо Рахимова кандидатом на пост президента организации был также представитель Казахстана Серик Конакбаев, который получил 48 голосов. Голосование проходило в ходе конгресса AIBA в Москве. В конгрессе участвовал также президент Национального Олимпийского комитета Узбекистана Умид Ахматджанов. ",[],"[0.0, 0.0]",0,1,Gafur Rahimov elected President of AIBA,[]
341,Сильнейшие дзюдоисты со всего мира соберутся в Ташкенте,0,https://uznews.uz/posts/22835,"Узбекистан уже по сложившейся традиции в шестой раз готовится принять сильнейших дзюдоистов планеты. Турнир серии IJF «Гран-При» пройдет с 9 по 11 ноября в столичном спорткомплексе «Узбекистон». Об этом сообщили «UzNews.uz» в пресс-службе Федерации Дзюдо Узбекистана. В ежегодном турнире примут участие более 388 дзюдоистов (220 мужчин и 168 женщин) из 50 стран мира, и разыграют 14 комплектов медалей. Сборная Узбекистана будет представлена максимально разрешенным количеством дзюдоистов — 28 мужчин и 28 женщин ( по 4 дзюдоиста в каждой весовой категории). Общий призовой фонд «Гран- При» Ташкент-2018 составит 100 тысяч долларов. Для спортсменов занявших первое место предусмотрен денежный приз в размере 3-тысяч долларов, второе место - 2 тысячи долларов, 3 место - 1 тысяча долларов. Помимо этого, чемпионы и призеры турнира добавят в свой актив рейтинговые очки, которые сыграют немаловажную роль в завоевании лицензии на Олимпийские игры, которые пройдут в Токио 2020 году. Вход для посетителей свободный. Время начало соревнований – 10:00. ",[],"[0.0, 0.0]",0,1,The strongest judoists from all over the world will meet in Tashkent.,[]
342,ФК АГМК впервые завоевал Кубок Узбекистана,0,https://uznews.uz/posts/22895,"Матч завершился со счётом 3:1 в пользу клуба АГМК, сообщает пресс-служба АФУ. Отметим, что эта победа принесла подопечным Бахтиёра Ашурматова путёвку на отборочный этап Лиги чемпионов Азии-2019. Кубок Узбекистана-2018. Финал. АГМК – «Пахтакор» 3:1 28 октября. Фергана, Стадион «Истиклол». Судьи: Темур Тухтасинов, Анвар Маражабов, Зиёдулло Абдурахмонов, Олим Туйчибоев Голы: Йован Жокич 16 пенальти, 1:0. Исмоил Гонсалвеш 54 пенальти, – 1:1. Йован Жокич 57, – 2:1, Зохир Пиримов 90, 3:1. АГМК – Роман Абдулов, Владимир Бубанья, Владислав Касминин, Абдукаххор Хожиакбаров, Азамат Исроилов, Жасур Хасанов, Лутфулла Тураев (c), Зохир Пиримов, Камолиддин Мурзоев (Зафар Полвонов, 83), Йован Жокич, Ойбек Киличев (Музаффар Музаффаров, 84). Запасные: Хуршид Ходжаев, Шохназар Норбеков, Гулом Хайдар Гуломов, Жавлон Гусейнов, Шахбоз Умаров, Жамшид Хасанов, Алишер Саматов «Пахтакор» – Элдорбек Суюнов, Акмал Шорахмедов (Игорь Сергеев, 86), Шерзод Аъзамов, Марко Симич, Фаррух Сайфиев – Дилшод Рахматуллаев (Жасур Яхшибоев, 75), Владимир Козак (Жамшид Искандеров, 46) – Исмоил Гонсалвеш, Драган Черан, Жалолиддин Машарипов – Тиаго Безерра. Запасные: Александр Лобанов, Хожиакбар Алижонов, Азим Ахмедов, Егор Кримец, Бахром Абдурахимов, Камолиддин Тожиев, Предупреждения: Шерзод Аъзамов 32, Лутфулла Тураев 34, Владислав Касминин 38, Абдукаххор Хожиакбаров 39, Йован Жокич 80. ",[],"[0.0, 0.0]",0,0,The AMC FK won the Uzbekistan Cup for the first time.,[]
343,ФИФА опубликовала новый рейтинг: какое место занял Узбекистан?,4,https://uznews.uz/posts/22940,"Согласно обновлённому рейтингу, сборная Узбекистана поднялась на 2 позиции и заняла 94-е место, набрав 1254 балла. В рейтинге ФИФА сменился лидер. Им стала сборная Бельгии (1733 очка), которая опередила чемпионов мира из Франции (1732). На третьем месте располагается команда Бразилии (1669). Далее идут сборные Хорватии (1635) и Англии (1619). С полным рейтингом можете ознакомиться здесь .",[],"[0.0, 0.0]",0,0,FIFA published a new rating: What was Uzbekistan's place?,[]
344,Джавохир Синдаров стал самым юным международным гроссмейстером,0,https://uznews.uz/posts/23058,"Наш спортсмен успешно выступил и, выполнив третье квалификационное требование, стал в 12 лет самым юным международным гроссмейстером, сообщает УзА. Напомним, ранее Джавохир был награжден памятным подарком от Президента Шавката Мирзиёева по случаю присвоения звания международного мастера. За последний год юный шахматист успешно выполнял квалификационные требования на различных международных соревнованиях. Таким образом, Джавохир Синдаров в возрасте 12 лет и 10 месяцев стал вторым самым юным гроссмейстером за всю историю шахмат после чемпиона мира Сергея Карякина (12 лет и 7 месяцев). «В достижении этого успеха мне помогали мои тренеры и наставники Сабохат и Сирожиддин Зайниддиновы, Акром Тошхужаев, Бобур Саттаров и международный гроссмейстер Марат Жумаев», - отмечает юный спортсмен. ",[],"[0.0, 0.0]",0,1,Javohir Sindarov became the youngest international grandmaster.,[]
345,Спортсмены Узбекистана выиграли 77 медалей на Параазиатских играх,0,https://uznews.uz/posts/23063,"Всего спортсмены привезли 35 золотых, 24 серебряные и 18 бронзовых медалей. Следует отметить, сборная Узбекистана впервые в своей истории делегировала 54-х спортсменов, которые выступили в состязаниях по пауэрлифтингу, дзюдо, стрельбе, плаванию и легкой атлетике. Наши спортсмены побили 2 мировых, 12 континентальных рекордов и 13 рекордов Параазиатских игр. ",[],"[0.0, 0.0]",0,1,Uzbekistan's sportsmen won 77 medals at the Para-Asian Games,[]
346,В Ташкенте открывается теннисный клуб Top Tennis Pro Club,0,https://uznews.uz/posts/23376,"Большой теннис более столетия удерживает репутацию аристократичного элитарного вида спорта. И это обосновано, теннис способствует не только укреплению мышц, но и развитию логического мышления и становлению воли. Теннисный клуб Top Tennis Pro Club — это возможность поддерживать безупречную физическую форму, развивать выносливость и быструю реакцию. В Top Tennis Pro Club: - Проводятся тренировки по теннису абсолютно для всех: новичков и игроков с опытом, детей от 6 до 14 лет и взрослых. - Бесплатно предоставляется вся экипировка, так что вам не придется тратиться на дорогостоящие ракетки. - Тренеры - мастера спорта по теннису и участники множества соревнований, а также прекрасные педагоги. - Приемлемая цена занятий позволит заниматься практически каждому. Торжественное открытие теннисного клуба состоится 25 сентября в 15:00. Вход для всех свободный. Адрес: Спорткомплекс NBU, ул. Новомосковская, г.Ташкент. Телефоны для более подробной информации: +(99893) 181-71-71 +(99890) 188-54-80 На правах рекламы ",[],"[0.0, 0.0]",0,0,A Top Tennis Pro Club tennis club,[]
347,Премьер-министр Абдулла Арипов наградил победителей и призеров Азиатских игр (фото),4,https://uznews.uz/posts/23390,"21 сентября, в Национальном Олимпийском комитете состоялась торжественная церемония чествования победителей и призеров летних Азиатских игр, прошедших с 18 августа по 2 сентября в двух городах Индонезии Джакарте и Палембанге, сообщает пресс-служба НОК Узбекистана. В мероприятии принимали участие Премьер-министр Узбекистана Абдулла Арипов, Советник Президента Республики Узбекистан Абдужаббор Абдувохидов, заместитель премьер-министра Танзила Нарбаева, представители Национального Олимпийского комитета, Министерства физической культуры и спорта, Ташкентского городского хокимията. В вступительном слове Премьер-министр Узбекистана Абдулла Арипов отметил развитие отечественного спорта, рассказал о том, что уделяемое внимание спорту со стороны руководителя страны дает свои результаты. Пожелав дальнейших успехов нашим спортсменам, Премьер-министр Узбекистана отдельно подчеркнул, что страна гордится своими героями. Напомним, Президент Шавкат Мирзиёев подписал распоряжение о поощрении победителей и призеров XVIII Азиатских игр, прошедших в Индонезии, которое зачитал Советник Президента Республики Узбекистан Абдужаббор Абдувохидов. Спортсмены, завоевавшие на Азиатских играх золотые медали награждены суммой в 5 000 долларов. Серебряные призеры получили по 3 000 долларов, а бронзовые — по 2 000. Также было отмечено о награждении тренеров спортсменов: (золото — 2500, серебро — 1500, бронза — 1000). Напоминаем, на прошедших Азиатских играх в Индонезии спортсмены нашей страны завоевали 21 золотую, 24 серебряные и 25 бронзовых, всего – 70 медалей. Занятое нашей страной пятое место по количеству золотых медалей стало лучшим результатом в истории отечественного спорта. После вручения сертификатов Премьер-министр пожелал нашим спортсменам успешного выступления на международной арене, достичь громких побед и высот на Олимпиаде в Токио-2020. Также было отмечено, что в будущем Узбекистан примет крупные турниры по различным видам спорта, в частности проведение Азиатских игр у нас в стране. ","['норм чё)', 'оченнннь хитрый ты человек Премьер !']","[0.6294624, 0.3705376]",0,2,Prime Minister Abdullah Aripov awarded winners and prizes to the Asian Games (photo,[Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles] [Chuckles]
