,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
128,Мухторхон Ташходжаев возглавил вновь созданный Национальный паралимпийский комитет,0,https://uznews.uz/posts/3977,"25 мая состоялось заседание Генеральной ассамблеи Национального паралимпийского комитета Узбекистана. В мероприятии принял участие заместитель премьер-министра Узбекистана – министр туризма и спорта Азиз Абдухакимов. Одним из основных вопросов повестки дня стало избрание председателя Национального паралимпийского комитета Узбекистана. В связи с этим заместитель премьер-министра Азиз Абдухакимов выдвинул на эту должность кандидатуру Мухторхона Максудовича Ташходжаева, бывшего председателя Национальной паралимпийской ассоциации Узбекистана. Министр туризма и спорта особо подчеркнул вклад Мухторхона Ташходжаева в завоевании ряда медалей спорстменами из Узбекистана на паралимпийских играх Рио-2016 и паразиатских играх Джакарта-2018. Приглашенные на Генеральную Ассамблею делегаты единогласно избрали Мухторхона Ташходжаева председателем Национального паралимпийского комитета Узбекистана. ",[],"[0.0, 0.0]",0,0,Muhtorhon Tashodjaev chaired the newly established National Paralympic Committee,[]
129,Глава МИД принял нового посла Польши в Узбекистане,2,https://uznews.uz/posts/3991,"Принимая копии верительных грамот, министр поздравил посла с назначением на ответственный пост и выразил надежду, что его профессиональный опыт и знания будут способствовать дальнейшему развитию и укреплению многопланового узбекско-польского сотрудничества. Стороны отметили важность продолжения открытого и конструктивного двустороннего политического диалога. В данном контексте рассмотрены организационные аспекты предстоящих совместных мероприятий на различных уровнях. Констатировано приоритетное значение, придаваемое сторонами расширению сотрудничества в торгово-экономической и инвестиционной сферах, наращиванию объемов взаимного товарооборота, активизации межрегиональных контактов. Также была выражена заинтересованность в углублении партнерских связей в сфере образования. Отдельное внимание было уделено вопросам взаимодействия в рамках международных и региональных организаций, а также многосторонних структур. ",['Тяжелая работа у них.. встречаются чрезвычайно ??\u200d♂️'],"[0.8608703, 0.13912971]",0,2,The head of the Ministry of Foreign Affairs received the new Ambassador of Poland to Uzbekistan,They've got a lot of hard work to do.
130,Назначен новый заместитель министра строительства Узбекистана,0,https://uznews.uz/posts/3996,"Указом президента на должность заместителя министра строительства назначен Тураев Уктам Исмоилович. Об этом сообщили в пресс-службе Минстроя. На данном посту он сменил Искандарова Эркина Буриевича, освобожденного от занимаемой должности в связи с переходом на другую работу. До своего назначения У. Тураев работал хокимом Сарыасийского района Сурхандарьинской области. ",[],"[0.0, 0.0]",0,2,New Deputy Minister of Construction of Uzbekistan appointed,[]
131,Назначен заместитель председателя Государственного налогового комитета,0,https://uznews.uz/posts/3997,"Согласно указу президента, Абдиев Джахонгир Ибрагимович назначен заместителем председателя Государственного налогового комитета. Джахонгир Абдиев родился в 1982 году в Самаркандской области. В 2004 году окончил Ташкентский государственный экономический университет. Ранее он занимал должность директора Департамента анализа риска и сегментации налогоплательщиков ГНК. Также Джахонгир Абдиев является советником налоговой службы I ранга. ",[],"[0.0, 0.0]",0,2,Appointed Vice-Chairman of the State Tax Committee,[]
132,Назначен новый советник президента,0,https://uznews.uz/posts/4004,Миноваров Шоазим Шоисламович назначен советником президента по вопросам взаимодействия с общественными и религиозными организациями. Соответствующий указ подписал Шавкат Мирзиёев. Шоазим Миноваров с 2017 года занимает должность директора Центра исламской культуры при Кабинете министров. Ранее он был председателем Французского альянса Ташкента. ,[],"[0.0, 0.0]",0,2,New Adviser to the President appointed,[]
133,Назначен начальник УКД ОВД Учтепинского района Ташкента,0,https://uznews.uz/posts/4066,На должность начальника УКД ОВД Учтепинского района Ташкента назначен Абдураззаков Абдувосит Абдулхаевич. Об этом сообщил и в пресс-службе районной администрации. До своего назначения А. Абдураззаков работал начальником УКД ОВД Сергелийского района столицы. ,[],"[0.0, 0.0]",0,1,Appointed Head of the Department of Internal Affairs of the Uchatepin district of Tashkent,[]
134,В двух районах Ташкента назначены новые начальники ГНИ,0,https://uznews.uz/posts/4100, Эшкуватов Азизжон Бахтиёрович назначен начальником Государственной налоговой инспекции Бектемирского района. До назначения Азизжон Эшкуватов занимал должность заместителя начальника Государственной налоговой инспекции Бектемирского района.  Досмухамедов Гиёс Мирвасилович назначен начальником Государственной налоговой инспекции Учтепинского района. Ранее Гиёс Досмухамедов работал начальником отдела обслуживания физических лиц ГНУ города Ташкента. ,[],"[0.0, 0.0]",0,1,"In two regions of Tashkent, new chiefs of GNI have been appointed",[]
135,Назначен новый директор Института прогнозирования и макроэкономических исследований,0,https://uznews.uz/posts/4124,"Абидходжаев Умид Кутпитдинович назначен директором Института прогнозирования и макроэкономических исследований при Министерстве экономического развития и сокращения бедности Узбекистана. Умид Абидходжаев родился в 1987 году в городе Намангане Наманганской области. В 2009 году окончил Ташкентский исламский университет при Кабинете Министров, в 2014 году получил степень магистра Университета Кейо в Японии, а в 2017 году закончил докторантуру Университета Кейо в области экономики. В 2019 году он занимал должность и.о. руководителя Группы анализа инфраструктурных проектов в Министерстве экономики и промышленности Узбекистана. С октября 2019 года он работал заместителем директора ЦЭИР. ",[],"[0.0, 0.0]",0,1,Appointed new Director of the Institute for Forecasting and Macroeconomic Studies,[]
136,Миралишер Исламов назначен директором республиканского центра гематологии,0,https://uznews.uz/posts/4197,"Распоряжением министра здравоохранения Исламов Миралишер Садриддинович назначен директором республиканского специализированного научно-практического медицинского центра гематологии и переливания крови. До назначения доктор медицинских наук Миралишер Исламов работал главным специалистом Министерства строительства, главным специалистом по медицинской технике. Ранее он также занимал должности заведующего отделением 1-й клиники Ташкентского медицинского института, главного специалиста хирургического отделения, заместителя главного врача по медицинским вопросам, главного врача, а также консультанта по медицинским технологиям в Akfa Medline. Кроме того, Миралишер Исламов работал главой Ташкентского городского управления здравоохранения. ",[],"[0.0, 0.0]",0,1,Miralisher Islamov appointed Director of the Republican Centre for Gematology,[]
137,Назначены заместители председателя Комитета по автомобильным дорогам,2,https://uznews.uz/posts/4212,"По сообщению Минюста, Назаров Шухрат Бахтиёрович назначен первым заместителем председателя Комитета по автомобильным дорогам при Министерстве транспорта. Турсунов Жамшид Юнусович стал заместителем председателя Комитета. Еще одним заместителем председателя Комитета, главным инженером назначен Адилов Обид Чориевич. ","['Извините, по каким дорогам? ']","[0.98962957, 0.010370447]",0,2,Vice-Chairs of the Roads Committee appointed,"['Excuse me, which roads? ']"
138,Назначен новый замначальника ГУВД Ташкента,0,https://uznews.uz/posts/4435,На должность заместителя начальника ГУВД Ташкента - начальника Управления профилактики правонарушений назначен полковник Султонходжаев Равшан Иркинович. Об этом сообщили в пресс-службе ГУВД. До назначения Р. Султонходжаев возглавлял Организационное управление ГУВД столицы. ,[],"[0.0, 0.0]",0,1,A new deputy head of the Tashkent Department of Internal Affairs has been appointed,[]
139,Жамол Носиров назначен новым хокимом города Бухары,4,https://uznews.uz/posts/4461,"Сегодня, 5 мая, на внеочередном заседании Кенгаша народных депутатов Носиров Жамол Шухратович был утвержден на должность хокима города Бухары. Об этом сообщает пресс-служба хокимията области. С апреля 2020 года до настоящего времени он занимал должность первого заместителя министра культуры, в 2017-2020 годах — заместителя хокима Бухарской области по вопросам молодёжной политики, социального развития и духовно-просветительских дел. Ранее мы сообщали , что в феврале текущего года Уткир Жумаев был утвержден на должность хокима города Бухары. Он исполнял обязанности хокима Бухары с марта 2020 года.","['Насколько нам (международным экспертам) известно, Джамол Носиров хорошо поработал в качестве заместителя министра.  НО будет ли он добиваться хороших результатов и будет ли он честным лидером - еще вопрос.  Потому что у него есть обещания, которые мы ждем.  это о медресе Гавкушон.  Пока что большинство хокимов на этом посту совершали аморальные поступки.  Надеемся, этот молодой джентльмен будет работать честно !!', 'Желаю удачи. Знаю его. хороший человек']","[0.8870913, 0.11290873]",0,0,Jamol Nosyrov has been appointed as the new hokim of the city of Bukhara,"'As far as we know, Jamol Nosyrov has worked well as a deputy minister, but he will do good work and he will be an honest leader, a question. 'Cause he has promises we're waiting for. It's about the Gavkushawn madrass. So far, most hokims in this post have done immoral things. We hope this young gentleman will work honestly!' 'I wish him luck. I know him. good man.'"
140,Назначен советник министра транспорта по вопросам развития туризма и логистики,0,https://uznews.uz/posts/4468,"Постановлением Кабинета министров от 5 мая Тимур Баходирович Аллаяров назначен советником министра транспорта Узбекистана по вопросам развития логистики и туризма, сообщили UzNews.uz в пресс-службе ведомства. В 2016 году Аллаяров Тимур окончил Международный Вестминстерский университет. До назначения на данный пост работал на различных должностях в Кабмине, Институте стратегических и межрегиональных исследований при президенте РУз и других гос.учреждениях. ",[],"[0.0, 0.0]",0,2,Adviser to the Minister of Transport on Tourism and Logistics Development,[]
141,Назначен новый заместитель министра культуры,0,https://uznews.uz/posts/4477,"Первым заместителем министра культуры назначен Ахмедов Баходир Маджитович, занимающий должность председателя Федерации хоккея на траве. Ранее Баходир Ахмедов возглавлял Министерство по делам культуры и спорта Узбекистана, Секретариат по вопросам молодежной политики, культуры, духовности, средств массовой информации, творческих и общественных организаций Кабинета Министров. На данном посту он сменил Носирова Джамола Шухратовича, работавшего первым замминистра культуры с апреля 2020 года. ",[],"[0.0, 0.0]",0,2,New Deputy Minister of Culture appointed,[]
142,Назначен новый посол Таджикистана в Узбекистане,0,https://uznews.uz/posts/4480,"Глава Таджикистана назначил Рахмонзода Абдуджаббора Азизи Чрезвычайным и Полномочным Послом Таджикистана в Узбекистане. На данном посту он сменил Содика Имоми, который занимал должность посла Таджикистана с 2017 года. ",[],"[0.0, 0.0]",0,1,Appointed new Ambassador of Tajikistan to Uzbekistan,[]
143,Представитель Узбекистана Сакен Полатов избран вице-президентом Азиатской конфедерации бокса,2,https://uznews.uz/posts/4526,"На пост  вице-президента Азиатской конфедерации бокса подавляющим большинством голосов был избран Сакен Полатов, заместитель председателя Национального олимпийского комитета Узбекистана, первый заместитель председателя Федерации бокса Узбекистана, член исполкома Азиатской конфедерации бокса, руководитель Азиатского фонда поддержки развития бокса. Об этом сообщили в пресс-службе НОК. Сакен Полатов был избран членом Исполнительного комитета на Генеральной ассамблее ASBC в Бангкоке в апреле 2019 года. С декабря 2020 года он возглавляет Фонд развития азиатского бокса. Фонд был основан президентом ASBC Анасом Алотайба для продвижения бокса в странах Азии. ",['Кадр Рустам Расуловича'],"[0.005974324, 0.9940257]",0,2,"The representative of Uzbekistan, Saken Polatov, was elected Vice-President of the Asian Box Confederation",[Rustam Rasulović's]
144,Назначены двое заместителей хокима Навоийской области,0,https://uznews.uz/posts/4587,"Первым заместителем хокима Навоийской области по вопросам экономики и предпринимательства назначен Атамуродов Тулкин Туймуродович. Об этом сообщает УзА. До этого Т. Атамуродов работал первым заместителем председателя правления «Микрокредитбанка». На должность заместителя хокима Навоийской области по вопросам туризма, спорта, культуры, культурного наследия и массовых коммуникаций — начальника управления туризма и спорта назначен Саъдулла Мирзаев. Ранее С. Мирзаев возглавлял Управление статистики Навоийской области. ",[],"[0.0, 0.0]",0,2,Two deputy khokims have been appointed to the Navoi region,[]
145,Назначен заместитель министра инвестиций и внешней торговли,0,https://uznews.uz/posts/4600,Чориев Отабек Бобомуратович назначен заместителем министра инвестиций и внешней торговли. До назначения он занимал должность начальника Управления Государственного таможенного комитета по Ташкентской области. ,[],"[0.0, 0.0]",0,2,Appointed Deputy Minister of Investment and Foreign Trade,[]
146,Назначен новый заместитель хокима города Ташкента,0,https://uznews.uz/posts/4604,"Давруков Фахриддин Умарович назначен заместителем хокима города Ташкента по вопросам туризма, спорта, культуры, культурного наследия и массовых коммуникаций — начальником Главного управления города по туризму и спорту. Об этом говорится в сообщении пресс-служба столичного хокимията. До этого назначения Фахриддин Давруков работал на должности заместителя председателя Государственного комитета по развитию туризма Узбекистана. ",[],"[0.0, 0.0]",0,1,A new deputy khokim of Tashkent city has been appointed,[]
147,Назначен директор Государственного центра персонализации,0,https://uznews.uz/posts/4614,"Соответствующим постановлением правительства Ташходжаев Улугбек Шухратович назначен директором Государственного центра персонализации при Кабинете Министров. Об этом сообщили в пресс-службе Минюста. До своего назначения он работал заместителем советника президента по вопросам координации деятельности правоохранительных и контролирующих органов. На данном посту У.Ташходжаев сменил Нажмиддина Тураходжаева, который в феврале текущего года занял пост заместителя министра внутренних дел. Напомним, государственный центр персонализации при Кабинете министров является уполномоченным государственным органом в области персональных данных. Центр ведет Государственный реестр баз персональных данных, осуществляет государственный контроль за соблюдением требований законодательства, определяет необходимый уровень защищенности персональных данных, а также осуществляет анализ объема и содержания обрабатываемых персональных данных, вид деятельности и реальности угроз безопасности. ",[],"[0.0, 0.0]",0,1,Appointed Director of the State Personalization Centre,[]
148,В международном аэропорту Бухары сменилось руководство,0,https://uznews.uz/posts/4636,"28 апреля состоялось выездное заседание с участием руководства международного аэропорта Бухары под руководством председателя правления АО «Uzbekistan Airports» Рано Джураевой и членов правления, сообщает пресс-служба Минтранспорта. В ходе заседания был рассмотрен вопрос смены руководства международного аэропорта Бухары. Рахимов Джахонгир Кахрамонович, проработавший в аэропорту на протяжении 20 лет, назначен исполняющим обязанности директора. Джахонгиру Рахимову было поручено ввести новое штатное расписание и назначить руководителей на ключевые позиции после согласования с руководством АО «Uzbekistan Airports». Кроме того, на заседании была представлена новая штатная структура аэропорта, предусматривающая совершенствование операционной деятельности в соответствии с международными стандартами, оптимизации штатной численности и введение новой системы оплаты труда, основанной на показателях эффективности работы. ",[],"[0.0, 0.0]",0,0,"At Bukhara International Airport, leadership has changed",[]
149,Назначен советник министра иностранных дел — пресс-секретарь МИД,0,https://uznews.uz/posts/4663,"Юсуп Кабулжанов назначен советником министра иностранных дел по вопросам информационной политики и пресс-секретарем МИД. Об этом во вторник на расширенном заседании коллегии МИД сообщил Абдулазиз Камилов. На этом посту он сменил Авазбека Ходжиметова, занимавшего должность пресс-секретаря МИД с марта 2020 года. До назначения с 2018 года Юсуп Кабулжанов работал генеральным консулом Республики Узбекистан в Новосибирске. Кроме того, он занимал должности начальника Управления по культурно-гуманитарным связям МИД, второго секретаря, первого секретаря пресс-службы МИД, заместителя директора информационного агентства Jahon при Министерстве. Также Юсуп Кабулжанов является членом Творческого союза журналистов Узбекистана. ",[],"[0.0, 0.0]",0,3,Appointed Adviser to the Minister for Foreign Affairs — Press Secretary of the Ministry of Foreign Affairs,[]
150,В Министерстве инновационного развития началось сокращение штата госслужащих,8,https://uznews.uz/posts/4672,"Ранее мы сообщали , что в Узбекистане планируется сокращение количества государственных служащих. В частности, в структуре Центрального аппарата Министерства инновационного развития поручено сократить количество заместителей министра с пяти до одного. В связи с этим Олимжон Туйчиев освобожден от должности заместителя министра инновационного развития. Шахлохон Турдикулова назначена замминистра инновационного развития. До этого она занимала должность первого заместителя министра инновационного развития.","['Не сокращать а упразднить надо это министерства', 'Если интересно всегда можно погуглить))\nhttps://mininnovation.uz/ru/organizations/ilor-tehnologijalar-markazi1\nТут можно почитать про деятельность ', 'Министерство по выкачиванию денег с народа?', 'Министерство ни пойми чего... ']","[0.9930361, 0.0069638966]",0,1,The Ministry of Innovative Development has begun to reduce the number of civil servants,"['Do not cut it down,' 'if it's always interesting to Google] \nhttps://mininovation.uz/en/organizations/ilor-technologijalar-markazi1\nTut can be read about activities ', 'Ministry of Remittances?', 'Ministry don't understand what...']"
151,Назначен новый руководитель Агентства по внешней трудовой миграции,6,https://uznews.uz/posts/4695,"На данном посту он сменил Маматханова Мухаммадзокира Журабаевича, возглавлявшего Агентство с июля прошлого года. До назначения Х. Умаров работал первым заместителем руководителя Агентства по внешней трудовой миграции. ","['Хорошо бы если человек сам бы был трудовым имигрантом вот тогда он знал как помочь людям за пределами своей страны. А карманы набивать все чиновники умеють', 'Как в Корею ехать будем на заработки ,опять по старой схеме?!']","[0.9958812, 0.0041188607]",0,1,New Head of External Labour Migration Agency appointed,"If a man was a migrant worker himself, then he knew how to help people outside his country,"
152,В двух районах Ташкента назначены председатели судов,0,https://uznews.uz/posts/4760,"В ходе первого заседания обновленного состава Высшего судейского совета Узбекистана был назначен председатель Мирабадского межрайонного суда по гражданским делам. Данную должность занял Бехзод Сагатов, бывший судья Яккасарайского межрайонного суда по гражданским делам. Исполняющая обязанности председателя Мирабадского межрайонного суда по гражданским делам Маликахон Закирова была назначена судьей по гражданским делам Ташкентского городского суда. ",[],"[0.0, 0.0]",0,1,"In two regions of Tashkent, court presidents have been appointed",[]
153,Мирзаюсуп Рустамбаев возглавил вновь созданный Университет общественной безопасности,0,https://uznews.uz/posts/4785,"Начальник Военно-технического института Национальной гвардии полковник Рустамбаев Мирзаюсуп Хакимович назначен начальником Университета общественной безопасности. Как мы сообщали ранее, новый Университет будет готовить кадры в сфере охраны общественного контроля, реализации требований безопасности дорожного движения и паспортной системы, в сфере военной дипломатии, юриспруденции и экономики, инженерно-технической, воспитательно-психологической и командно-тактической деятельности. С нового учебного года в университете появятся бакалавриат и магистратура. ",[],"[0.0, 0.0]",0,1,Mirzayusup Rustambaev led the newly established University of Public Security,[]
154,Назначены заместители министра внутренних дел Узбекистана,2,https://uznews.uz/posts/4792,"В соответствии с приказом министра внутренних дел, генерал-майор Икрамов Азизбек Исроилович назначен заместителем министра внутренних дел – начальником Департамента духовно-просветительской работы и кадрового обеспечения. Об этом сообщили в пресс-службе МВД. До назначения А.Икрамов работал заместителем министра внутренних дел по охране общественного порядка. Должность заместителя министра внутренних дел – начальника Департамента общественной безопасности занял полковник Абдуллаев Бекмурод Тожимирзаевич. Ранее он являлся первым заместителем командующего Национальной гвардией Узбекистана по обеспечению общественной безопасности. Заместителем министра внутренних дел – начальником Департамента обеспечения безопасности на объектах транспорта и туризма стал генерал-майор Мирзарахимов Баходир Юлдашевич. До этого он занимал пост заместителя министра внутренних дел по обеспечению исполнения наказания и воинским структурам. ",['Морды - сама справедливость.'],"[0.47545668, 0.52454334]",0,2,Vice-Ministers of the Interior of Uzbekistan appointed,The Moor are just.
155,Назначено руководство Агентства по развитию медико-социальных услуг,0,https://uznews.uz/posts/4959,"Постановлением правительства от 13 апреля, Инаков Алишер Казакович назначен директором Агентства по развитию медико-социальных услуг. Ранее он занимал должность директора Агентства медико-социальных услуг при Минздраве. Каримов Баходир Каримович занял должность первого заместителя директора. Исраилов Гайрат Хабибуллевич назначен заместителем директора Агентства. Напомним, согласно указу президента от 25 марта 2021 года, было образовано Агентство по развитию медико-социальных услуг. Агентство является правопреемником по договорам, правам и обязательствам Агентства медико-социальных услуг при Минздраве. Агентство является уполномоченным органом государственного управления в сфере оказания медико-социальных услуг престарелым, лицам с инвалидностью и другим слоям населения, нуждающимся в социальной защите, и в своей деятельности подчиняется и подотчетно Кабинету министров. ",[],"[0.0, 0.0]",0,0,Agency for the Development of Medical and Social Services,[]
156,Президент назначил заместителя министра инвестиций и внешней торговли,2,https://uznews.uz/posts/4962,"Согласно постановлению президента от 9 апреля, Рахимов Бахтиёр Абдугани угли назначен заместителем министра инвестиций и внешней торговли Республики Узбекистан. До назначения он работал на различных должностях в Администрации президента, Кабинете министров и Государственном таможенном комитете. ",['Хороший грамотный деловой парень Бахтиер дай бог ему здоровья и больших успехов в работе.'],"[0.8365318, 0.16346817]",0,3,President appointed Deputy Minister of Investment and Foreign Trade,['Bachtier's good business guy give him good health and great success in his work.']
157,Равшан Ирматов назначен на новую руководящую должность,0,https://uznews.uz/posts/5005,"В понедельник, 12 апреля, в Национальном олимпийском комитете Узбекистана состоялось внеочередное собрание, на котором был поднят вопрос об избрании нового вице-президента НОК. Об этом сообщили в пресс-службе Министерства физической культуры и спорта. На данную должность была выдвинута и единогласно одобрена кандидатура Ирматова Равшана Сайфуддиновича. Напомним, ранее Равшан Ирматов занимал должность первого заместителя министра физической культуры и спорта, а также первого вице-президента Ассоциации футбола Узбекистана. ",[],"[0.0, 0.0]",0,0,Ravshan Irmatov has been appointed to a new leadership position,[]
158,Назначены министр и заместители министра туризма и спорта,2,https://uznews.uz/posts/5026,"В Министерстве туризма и спорта, который был создан на базе Министерства физической культуры и спорта и Государственного комитета по развитию туризмана назначены министр и его заместители. Об этом сообщила пресс-служба министерства. Заместителем премьер-министра –министром туризма и спорта назначен Азиз Абдукахарович Абдухакимов . До этого назначения он работал вице-премьером – председателем Госкомтуризма. Первым заместителем министра стал Улугбек Ахмедович Азамов , с сентября 2019 года работавший заместителем председателя Госкомтуризма. Заместителем министра и спорта назначен Абдулазиз Уролбоевич Аккулов , с февраля 2020 года занимавший должность первого заместителя председателя Госкомтуризма. Еще одним заместителем министра стал Авазжон Кудратиллаевич Каримов . С октября 2020 года он работал заместителем министра физической культуры и спорта. Должность заместителя министра туризма и спорта также занял Зариф Очилович Казаков . До этого назначения он занимал должность начальника отдела главного управления финансирования социальной сферы и науки Министерства финансов. Указом президента своих должностей в связи с переходом на другую работу лишились первый заместитель министра физической культуры и спорта Равшан Ирматов , заместитель министра Нодир Муратов и заместитель председателя Госкомтуризма Фахриддин Давруков .","['А зачем ему четыре!!!!! заместителя. Давайте всех работников министерства назначим заместителями. Это такой министр ""крутой"", что его аж четверо могут заменить в случае его отсутствия?  ']","[0.9801123, 0.019887669]",0,3,Minister and Deputy Ministers of Tourism and Sports appointed,"Let's appoint all the employees of the Ministry as vice-presidents, it's such a ""cool"" minister that he can be replaced by four if he's not here."
159,Назначен новый заместитель министра сельского хозяйства,2,https://uznews.uz/posts/5033,Асамов Анвар Дамирович назначен заместителем министра сельского хозяйства Узбекистана — начальником Главного управления развития пищевой промышленности. Анвар Асамов родился в 1976 году в городе Ташкенте. Окончил Ташкентский государственный институт востоковедения. Анвар Асамов ранее работал первым заместителем председателя Государственного таможенного комитета. С 2020 года он занимал должность заместителя министра инвестиций и внешней торговли. ,['Можно было поставить и Балерона на это должность......'],"[0.98692596, 0.013074052]",0,2,New Deputy Minister of Agriculture appointed,['Can't bet Balron on this position...']
